university_id,name,campus,city,province,type,delivery_mode,shift,fee_per_semester,merit_min,scholarships_offered,metrics,prospectus_url,xai_explanation,website,hec_category,market_value,affordability_rank,manual_check_required
U065_EVE,NED University of Engineering & Technology,University Road Main Campus,Karachi,Sindh,Public,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://neduet.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://neduet.edu.pk/admissions,,,,False
U066_MOR,University of Karachi,Main Campus University Road,Karachi,Sindh,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uok.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uok.edu.pk/,,,,False
U066_EVE,University of Karachi,Main Campus University Road,Karachi,Sindh,Public,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uok.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uok.edu.pk/,,,,False
U067_MOR,Dow University of Health Sciences (DUHS),Ojha Campus,Karachi,Sindh,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://duhs.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://duhs.edu.pk/,,,,False
U068_MOR,Aga Khan University (AKU),Stadium Road Campus,Karachi,Sindh,Private Non-Profit,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://aku.edu/admissions,NULL - Agent fetch real-time fee for demanded dept,https://aku.edu/admissions,,,,False
U069_MOR,National University of Computer & Emerging Sciences (FAST-NUCES),Shah Latif Town Campus,Karachi,Sindh,Private Non-Profit,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://nu.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://nu.edu.pk/admissions,,,,False
U069_EVE,National University of Computer & Emerging Sciences (FAST-NUCES),Shah Latif Town Campus,Karachi,Sindh,Private Non-Profit,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://nu.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://nu.edu.pk/admissions,,,,False
U070_MOR,Bahria University,Karachi Campus,Karachi,Sindh,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://bahria.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://bahria.edu.pk/admissions,,,,False
U070_EVE,Bahria University,Karachi Campus,Karachi,Sindh,Public,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://bahria.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://bahria.edu.pk/admissions,,,,False
U071_MOR,Federal Urdu University of Arts Science & Technology (FUUAST),Gulshan-e-Iqbal Campus,Karachi,Sindh,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://fuuast.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://fuuast.edu.pk/,,,,False
U072_MOR,Sir Syed University of Engineering & Technology (SSUET),Gulshan-e-Iqbal Campus,Karachi,Sindh,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://ssuet.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://ssuet.edu.pk/,,,,False
U073_MOR,DHA Suffa University (DSU),DHA Phase 7 Campus,Karachi,Sindh,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://dsu.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://dsu.edu.pk/,,,,False
U074_MOR,Hamdard University,Madinat al-Hikmah Campus,Karachi,Sindh,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://hamdard.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://hamdard.edu.pk/,,,,False
U075_MOR,Iqra University,Main Campus Defence View,Karachi,Sindh,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://iqra.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://iqra.edu.pk/,,,,False
U075_EVE,Iqra University,Main Campus Defence View,Karachi,Sindh,Private,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://iqra.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://iqra.edu.pk/,,,,False
U076_MOR,Jinnah Sindh Medical University (JSMU),Rafiqui Shaheed Road,Karachi,Sindh,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://jsmu.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://jsmu.edu.pk/,,,,False
U077_MOR,Baqai Medical University,Toll Plaza Campus,Karachi,Sindh,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://baqai.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://baqai.edu.pk/,,,,False
U078_MOR,Ziauddin University,Clifton Campus,Karachi,Sindh,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://zu.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://zu.edu.pk/,,,,False
U079_MOR,Preston University,Karachi Campus,Karachi,Sindh,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://preston.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://preston.edu.pk/,,,,False
U080_MOR,National University of Modern Languages (NUML),Karachi Campus,Karachi,Sindh,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://numl.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://numl.edu.pk/admissions,,,,False
U081_MOR,Liaquat University of Medical & Health Sciences (LUMHS),Jamshoro Campus,Jamshoro,Sindh,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://lumhs.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://lumhs.edu.pk/,,,,False
U082_MOR,University of Sindh,Jamshoro Campus,Jamshoro,Sindh,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://usindh.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://usindh.edu.pk/,,,,False
U083_MOR,Mehran University of Engineering & Technology (MUET),Jamshoro Campus,Jamshoro,Sindh,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://muet.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://muet.edu.pk/,,,,False
U084_MOR,Sindh Agriculture University,Tandojam Campus,Tandojam,Sindh,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://sau.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://sau.edu.pk/,,,,False
U085_MOR,Shah Abdul Latif University (SALU),Khairpur Campus,Khairpur,Sindh,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://salu.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://salu.edu.pk/,,,,False
U086_MOR,Isra University,Hyderabad Campus,Hyderabad,Sindh,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://isra.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://isra.edu.pk/,,,,False
U087_MOR,University of Engineering and Technology (UET) Peshawar,University Road Main Campus,Peshawar,Khyber Pakhtunkhwa,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uetpeshawar.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uetpeshawar.edu.pk/,,,,False
U087_EVE,University of Engineering and Technology (UET) Peshawar,University Road Main Campus,Peshawar,Khyber Pakhtunkhwa,Public,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uetpeshawar.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uetpeshawar.edu.pk/,,,,False
U088A_MOR,University of Engineering and Technology (UET) Peshawar,Abbottabad Sub-Campus,Abbottabad,Khyber Pakhtunkhwa,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uetpeshawar.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uetpeshawar.edu.pk/,,,,False
U088B_MOR,University of Engineering and Technology (UET) Peshawar,Bannu Sub-Campus,Bannu,Khyber Pakhtunkhwa,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uetpeshawar.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uetpeshawar.edu.pk/,,,,False
U088C_MOR,University of Engineering and Technology (UET) Peshawar,Kohat Sub-Campus,Kohat,Khyber Pakhtunkhwa,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uetpeshawar.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uetpeshawar.edu.pk/,,,,False
U089_MOR,University of Peshawar,Main Campus,Peshawar,Khyber Pakhtunkhwa,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uop.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uop.edu.pk/,,,,False
U090_MOR,Islamia College University Peshawar,University Campus,Peshawar,Khyber Pakhtunkhwa,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://icup.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://icup.edu.pk/,,,,False
U091_MOR,Institute of Management Sciences (IMSciences),Hayatabad Phase-7 Campus,Peshawar,Khyber Pakhtunkhwa,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://imsciences.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://imsciences.edu.pk/,,,,False
U091_EVE,Institute of Management Sciences (IMSciences),Hayatabad Phase-7 Campus,Peshawar,Khyber Pakhtunkhwa,Public,On-campus,Evening,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://imsciences.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://imsciences.edu.pk/,,,,False
U092_MOR,Khyber Medical University (KMU),Phase-5 Hayatabad Campus,Peshawar,Khyber Pakhtunkhwa,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://kmu.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://kmu.edu.pk/,,,,False
U093_MOR,CECOS University of IT & Emerging Sciences,Peshawar Campus,Peshawar,Khyber Pakhtunkhwa,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://cecos.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://cecos.edu.pk/,,,,False
U094_MOR,Abasyn University,Peshawar Campus,Peshawar,Khyber Pakhtunkhwa,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://abasyn.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://abasyn.edu.pk/,,,,False
U095A_MOR,Sarhad University of Science & IT,Peshawar Campus,Peshawar,Khyber Pakhtunkhwa,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://sarhad.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://sarhad.edu.pk/,,,,False
U095B_MOR,Sarhad University of Science & IT,Mardan Campus,Mardan,Khyber Pakhtunkhwa,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://sarhad.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://sarhad.edu.pk/,,,,False
U096_MOR,City University of Science & IT,Peshawar Campus,Peshawar,Khyber Pakhtunkhwa,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://cusit.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://cusit.edu.pk/,,,,False
U097_MOR,IQRA National University,Peshawar Campus,Peshawar,Khyber Pakhtunkhwa,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://inupeshawar.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://inupeshawar.edu.pk/,,,,False
U098_MOR,Preston University,Peshawar Campus,Peshawar,Khyber Pakhtunkhwa,Private,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://preston.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://preston.edu.pk/,,,,False
U099_MOR,National University of Modern Languages (NUML),Peshawar Campus,Peshawar,Khyber Pakhtunkhwa,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://numl.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://numl.edu.pk/admissions,,,,False
U100_MOR,Ghulam Ishaq Khan Institute (GIKI),Topi Main Campus,Topi,Khyber Pakhtunkhwa,Private Non-Profit,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://giki.edu.pk/admissions,NULL - Agent fetch real-time fee for demanded dept,https://giki.edu.pk/admissions,,,,False
U101_MOR,Abbottabad University of Science & Technology (AUST),Havelian Campus,Havelian,Khyber Pakhtunkhwa,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://aust.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://aust.edu.pk/,,,,False
U102_MOR,University of Engineering & Technology (UET) Mardan,Main Campus,Mardan,Khyber Pakhtunkhwa,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://uetmardan.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://uetmardan.edu.pk/,,,,False
U103A_MOR,Abdul Wali Khan University Mardan (AWKUM),Garden Campus,Mardan,Khyber Pakhtunkhwa,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://awkum.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://awkum.edu.pk/,,,,False
U103B_MOR,Abdul Wali Khan University Mardan (AWKUM),Chitral Sub-Campus,Chitral,Khyber Pakhtunkhwa,Public,On-campus,Morning,,,"[{""name"": ""HEC Ehsaas Undergraduate"", ""criteria"": ""Income < 500K PKR"", ""coverage"": ""100% Tuition""}, {""name"": ""University Merit Scholarship"", ""criteria"": ""High FSc Score / Test Top Positions"", ""coverage"": ""Varies Tuition Waiver""}]","{""affordability_score"": null, ""merit_probability"": null, ""market_value"": null}",https://awkum.edu.pk/,NULL - Agent fetch real-time fee for demanded dept,https://awkum.edu.pk/,,,,False
